order_office,LOCFileNumber,loc_revenue_idr
FKSSBY,LOC-1-2603-001028,125000
FKSSBY,LOC-1-2603-001029,470000
FKSSBY,LOC-1-2603-001030,655000
FKSSBY,LOC-1-2603-001057,1893664
FKSSBY,LOC-1-2603-001058,1802496
FKSSBY,LOC-1-2603-001059,1797168
FKSSBY,LOC-1-2603-001060,1933920
FKSSBY,LOC-1-2603-001061,1830912
FKSSBY,LOC-1-2603-001062,1888336
FKSSBY,LOC-1-2603-001063,2038704
FKSSBY,LOC-1-2603-001064,1804864
FKSSBY,LOC-1-2603-001065,1972400
FKSSBY,LOC-1-2603-001066,1601216
FKSSBY,LOC-1-2603-001067,1784736
FKSSBY,LOC-1-2603-001068,1748032
FKSSBY,LOC-1-2603-001069,1848672
FKSSBY,LOC-1-2603-001070,1786512
FKSSBY,LOC-1-2603-001071,1881232
FKSSBY,LOC-1-2603-001072,1672848
FKSSBY,LOC-1-2603-001073,1782368
FKSSBY,LOC-1-2603-001074,1819664
FKSSBY,LOC-1-2603-001075,1624350
FKSSBY,LOC-1-2603-001076,1633450
FKSSBY,LOC-1-2603-001077,1709500
FKSSBY,LOC-1-2603-001078,1632150
FKSSBY,LOC-1-2603-001079,1627600
FKSSBY,LOC-1-2603-001080,1682200
FKSSBY,LOC-1-2603-001081,1545700
FKSSBY,LOC-1-2603-001082,1710800
FKSSBY,LOC-1-2603-001083,1656850
FKSSBY,LOC-1-2603-001084,1690650
FKSSBY,LOC-1-2603-001085,1762240
FKSSBY,LOC-1-2603-001086,1986400
FKSSBY,LOC-1-2603-001087,1821300
FKSSBY,LOC-1-2603-001088,1693900
FKSSBY,LOC-1-2603-001089,1784250
FKSSBY,LOC-1-2603-001090,1584700
FKSSBY,LOC-1-2603-001091,1722500
FKSSBY,LOC-1-2603-001092,1617850
FKSSBY,LOC-1-2603-001093,1653600
FKSSBY,LOC-1-2603-001094,1753700
FKSSBY,LOC-1-2603-001095,1464450
FKSSBY,LOC-1-2603-001096,435000
FKSSBY,LOC-1-2603-001097,276500
FKSSBY,LOC-1-2603-001098,185000
FKSSBY,LOC-1-2603-001099,660000
FKSSBY,LOC-1-2603-001100,1571700
FKSSBY,LOC-1-2603-001101,1577550
FKSSBY,LOC-1-2603-001102,1701050
FKSSBY,LOC-1-2603-001103,1687400
FKSSBY,LOC-1-2603-001104,1837550
FKSSBY,LOC-1-2603-001105,1737450
FKSSBY,LOC-1-2603-001106,1665300
FKSSBY,LOC-1-2603-001107,1769950
FKSSBY,LOC-1-2603-001108,1669200
FKSSBY,LOC-1-2603-001109,1730300
FKSSBY,LOC-1-2603-001110,1947400
FKSSBY,LOC-1-2603-001111,1760850
FKSSBY,LOC-1-2603-001112,1621100
FKSSBY,LOC-1-2603-001117,1405890
FKSSBY,LOC-1-2603-001118,1490980
FKSSBY,LOC-1-2603-001119,1479550
FKSSBY,LOC-1-2603-001120,1523600
FKSSBY,LOC-1-2603-001121,1459250
FKSSBY,LOC-1-2603-001122,1478750
FKSSBY,LOC-1-2603-001147,276500
FKSSBY,LOC-1-2603-001148,125000
FKSSBY,LOC-1-2603-001149,470000
FKSSBY,LOC-1-2603-001150,470000
FKSSBY,LOC-1-2603-001173,125000
FKSSBY,LOC-1-2603-001174,690000
FKSSBY,LOC-1-2603-001175,665000
FKSSBY,LOC-1-2603-001176,125000
FKSSBY,LOC-1-2603-001186,185000
FKSSBY,LOC-1-2603-001188,4532500
FKSSBY,LOC-1-2603-001189,4571000
FKSSBY,LOC-1-2603-001190,4574500
FKSSBY,LOC-1-2603-001191,4501000
FKSSBY,LOC-1-2603-001192,4585000
FKSSBY,LOC-1-2603-001207,435000
FKSSBY,LOC-1-2603-001208,235000
FKSSBY,LOC-1-2603-001210,690000
FKSSBY,LOC-1-2603-001211,125000
FKSSBY,LOC-1-2603-001212,185000
FKSSBY,LOC-1-2603-001213,125000
FKSSBY,LOC-1-2603-001214,445000
FKSSBY,LOC-1-2603-001215,675000
FKSSBY,LOC-1-2603-001216,615000
FKSSBY,LOC-1-2603-001217,270000
FKSSBY,LOC-1-2603-001218,665000
FKSSBY,LOC-1-2603-001219,445000
FKSSBY,LOC-1-2603-001220,860000
FKSSBY,LOC-1-2603-001221,420000
FKSSBY,LOC-1-2603-001224,1345500
FKSSBY,LOC-1-2603-001225,594300
FKSSBY,LOC-1-2603-001226,764400
FKSSBY,LOC-1-2603-001227,814592
FKSSBY,LOC-1-2603-001228,1420800
FKSSBY,LOC-1-2603-001229,1336144
FKSSBY,LOC-1-2603-001230,1481184
FKSSBY,LOC-1-2603-001231,1471712
FKSSBY,LOC-1-2603-001232,1388832
FKSSBY,LOC-1-2603-001233,5728998
FKSSBY,LOC-1-2603-001234,5710881
FKSSBY,LOC-1-2603-001235,5829648
FKSSBY,LOC-1-2603-001236,1401840
FKSSBY,LOC-1-2603-001237,2128665
FKSSBY,LOC-1-2603-001238,2083172.0000000002
FKSSBY,LOC-1-2603-001239,2096752.0000000002
FKSSBY,LOC-1-2603-001240,2111690
FKSSBY,LOC-1-2603-001241,2134097
FKSSBY,LOC-1-2603-001242,2125270
FKSSBY,LOC-1-2603-001243,2056012.0000000002
FKSSBY,LOC-1-2603-001244,2083851.0000000002
FKSSBY,LOC-1-2603-001264,3985000
FKSSBY,LOC-1-2603-001265,4077500
FKSSBY,LOC-1-2603-001266,4517500
FKSSBY,LOC-1-2603-001267,4141250
FKSSBY,LOC-1-2603-001268,4266250
FKSSBY,LOC-1-2603-001269,4420000
FKSSBY,LOC-1-2603-001270,4098750
FKSSBY,LOC-1-2603-001289,185000
FKSSBY,LOC-1-2603-001291,235000
FKSSBY,LOC-1-2603-001292,675000
FKSSBY,LOC-1-2603-001299,8973954
FKSSBY,LOC-1-2603-001306,980145
FKSSBY,LOC-1-2603-001307,1034655
FKSSBY,LOC-1-2603-001308,967380
FKSSBY,LOC-1-2603-001309,1008435
FKSSBY,LOC-1-2603-001312,235000
FKSSBY,LOC-1-2603-001314,675000
FKSSBY,LOC-1-2603-001315,665000
FKSSBY,LOC-1-2604-000002,812130
FKSSBY,LOC-1-2604-000003,846630
FKSSBY,LOC-1-2604-000004,834555
FKSSBY,LOC-1-2604-000005,856980
FKSSBY,LOC-1-2604-000006,813855
FKSSBY,LOC-1-2604-000007,847320
FKSSBY,LOC-1-2604-000008,858705
FKSSBY,LOC-1-2604-000009,868710
FKSSBY,LOC-1-2604-000010,906315
FKSSBY,LOC-1-2604-000011,852495
FKSSBY,LOC-1-2604-000012,863535
FKSSBY,LOC-1-2604-000013,944955
FKSSBY,LOC-1-2604-000014,777630
FKSSBY,LOC-1-2604-000015,873540
FKSSBY,LOC-1-2604-000016,938400
FKSSBY,LOC-1-2604-000017,816270
FKSSBY,LOC-1-2604-000018,868710
FKSSBY,LOC-1-2604-000019,857325
FKSSBY,LOC-1-2604-000020,921840
FKSSBY,LOC-1-2604-000021,2168640
FKSSBY,LOC-1-2604-000022,2202525
FKSSBY,LOC-1-2604-000023,2156592
FKSSBY,LOC-1-2604-000024,2140779
FKSSBY,LOC-1-2604-000025,2179182
FKSSBY,LOC-1-2604-000026,2126472
FKSSBY,LOC-1-2604-000027,2207043
FKSSBY,LOC-1-2604-000028,2208549
FKSSBY,LOC-1-2604-000029,2521044
FKSSBY,LOC-1-2604-000035,2416000
FKSSBY,LOC-1-2604-000036,8621679
FKSSBY,LOC-1-2604-000038,9114864
FKSSBY,LOC-1-2604-000039,9229605
FKSSBY,LOC-1-2604-000040,2130237
FKSSBY,LOC-1-2604-000045,752100
FKSSBY,LOC-1-2604-000046,802125
FKSSBY,LOC-1-2604-000047,858360
FKSSBY,LOC-1-2604-000049,889065
FKSSBY,LOC-1-2604-000050,891480
FKSSBY,LOC-1-2604-000051,877335
FKSSBY,LOC-1-2604-000052,901140
FKSSBY,LOC-1-2604-000053,874575
FKSSBY,LOC-1-2604-000054,864915
FKSSBY,LOC-1-2604-000055,835935
FKSSBY,LOC-1-2604-000056,905280
FKSSBY,LOC-1-2604-000057,829725
FKSSBY,LOC-1-2604-000058,875265
FKSSBY,LOC-1-2604-000059,998085
FKSSBY,LOC-1-2604-000060,960135
FKSSBY,LOC-1-2604-000061,1014990
FKSSBY,LOC-1-2604-000062,986355
FKSSBY,LOC-1-2604-000063,984630
FKSSBY,LOC-1-2604-000064,8301612.000000001
FKSSBY,LOC-1-2604-000065,861810
FKSSBY,LOC-1-2604-000066,899070
FKSSBY,LOC-1-2604-000067,809025
FKSSBY,LOC-1-2604-000068,856980
FKSSBY,LOC-1-2604-000069,869055
FKSSBY,LOC-1-2604-000070,854910
FKSSBY,LOC-1-2604-000071,878715
FKSSBY,LOC-1-2604-000072,852495
FKSSBY,LOC-1-2604-000073,845250
FKSSBY,LOC-1-2604-000074,887340
FKSSBY,LOC-1-2604-000075,851805
FKSSBY,LOC-1-2604-000076,840075
FKSSBY,LOC-1-2604-000077,887685
FKSSBY,LOC-1-2604-000078,1001190
FKSSBY,LOC-1-2604-000079,910110
FKSSBY,LOC-1-2604-000080,963930
FKSSBY,LOC-1-2604-000081,952890
FKSSBY,LOC-1-2604-000082,1022235
FKSSBY,LOC-1-2604-000083,995670
FKSSBY,LOC-1-2604-000084,994635
FKSSBY,LOC-1-2604-000085,945300
FKSSBY,LOC-1-2604-000086,979455
FKSSBY,LOC-1-2604-000087,1030860
FKSSBY,LOC-1-2604-000088,1007745
FKSSBY,LOC-1-2604-000089,1033275
FKSSBY,LOC-1-2604-000090,793155
FKSSBY,LOC-1-2604-000091,853875
FKSSBY,LOC-1-2604-000092,824205
FKSSBY,LOC-1-2604-000093,934950
FKSSBY,LOC-1-2604-000094,750000
FKSSBY,LOC-1-2604-000095,750000
FKSSBY,LOC-1-2604-000096,844215
FKSSBY,LOC-1-2604-000097,935985
FKSSBY,LOC-1-2604-000098,835590
FKSSBY,LOC-1-2604-000099,877335
FKSSBY,LOC-1-2604-000100,931845
FKSSBY,LOC-1-2604-000101,869400
FKSSBY,LOC-1-2604-000102,850770
FKSSBY,LOC-1-2604-000103,897000
FKSSBY,LOC-1-2604-000104,853530
FKSSBY,LOC-1-2604-000105,943575
FKSSBY,LOC-1-2604-000110,1013610
FKSSBY,LOC-1-2604-000111,1029480
FKSSBY,LOC-1-2604-000112,991530
FKSSBY,LOC-1-2604-000113,1005330
FKSSBY,LOC-1-2604-000114,944610
FKSSBY,LOC-1-2604-000115,982215
FKSSBY,LOC-1-2604-000116,1003950
FKSSBY,LOC-1-2604-000117,1013955
FKSSBY,LOC-1-2604-000118,1012575
FKSSBY,LOC-1-2604-000119,1029480
FKSSBY,LOC-1-2604-000126,2143791
FKSSBY,LOC-1-2604-000127,2117436
FKSSBY,LOC-1-2604-000128,2091834
FKSSBY,LOC-1-2604-000129,2015028
FKSSBY,LOC-1-2604-000130,2147556
FKSSBY,LOC-1-2604-000131,2113671
FKSSBY,LOC-1-2604-000132,2152074
FKSSBY,LOC-1-2604-000133,2079033
FKSSBY,LOC-1-2604-000134,2110659
FKSSBY,LOC-1-2604-000135,2485653
FKSSBY,LOC-1-2604-000136,2094846
FKSSBY,LOC-1-2604-000137,2081292
FKSSBY,LOC-1-2604-000139,2097858
FKSSBY,LOC-1-2604-000140,2049666
FKSSBY,LOC-1-2604-000141,1022235
FKSSBY,LOC-1-2604-000142,998430
FKSSBY,LOC-1-2604-000143,974625
FKSSBY,LOC-1-2604-000144,1041555
FKSSBY,LOC-1-2604-000145,1025340
FKSSBY,LOC-1-2604-000146,867675
FKSSBY,LOC-1-2604-000147,808680
FKSSBY,LOC-1-2604-000148,944265
FKSSBY,LOC-1-2604-000149,962205
FKSSBY,LOC-1-2604-000150,933915
FKSSBY,LOC-1-2604-000151,908730
FKSSBY,LOC-1-2604-000152,960135
FKSSBY,LOC-1-2604-000153,886995
FKSSBY,LOC-1-2604-000154,880095
FKSSBY,LOC-1-2604-000155,890445
FKSSBY,LOC-1-2604-000156,1038105
FKSSBY,LOC-1-2604-000157,1059495
FKSSBY,LOC-1-2604-000158,985665
FKSSBY,LOC-1-2604-000159,1003950
FKSSBY,LOC-1-2604-000160,1067775
FKSSBY,LOC-1-2604-000161,1053630
FKSSBY,LOC-1-2604-000162,1080195
FKSSBY,LOC-1-2604-000163,1019820
FKSSBY,LOC-1-2604-000164,1044315
FKSSBY,LOC-1-2604-000165,1007400
FKSSBY,LOC-1-2604-000166,1013955
FKSSBY,LOC-1-2604-000167,953580
FKSSBY,LOC-1-2604-000168,932880
FKSSBY,LOC-1-2604-000169,967380
FKSSBY,LOC-1-2604-000170,990495
FKSSBY,LOC-1-2604-000171,1078125
FKSSBY,LOC-1-2604-000172,1023960
FKSSBY,LOC-1-2604-000173,1013265
FKSSBY,LOC-1-2604-000174,1073985
FKSSBY,LOC-1-2604-000175,938745
FKSSBY,LOC-1-2604-000176,982905
FKSSBY,LOC-1-2604-000177,1068465
FKSSBY,LOC-1-2604-000178,993600
FKSSBY,LOC-1-2604-000179,1001190
FKSSBY,LOC-1-2604-000183,886650
FKSSBY,LOC-1-2604-000184,886995
FKSSBY,LOC-1-2604-000185,884235
FKSSBY,LOC-1-2604-000186,894240
FKSSBY,LOC-1-2604-000187,841455
FKSSBY,LOC-1-2604-000188,1026375
FKSSBY,LOC-1-2604-000189,1026720
FKSSBY,LOC-1-2604-000191,1013610
FKSSBY,LOC-1-2604-000192,1013265
FKSSBY,LOC-1-2604-000193,842490
FKSSBY,LOC-1-2604-000194,862155
FKSSBY,LOC-1-2604-000195,889410
FKSSBY,LOC-1-2604-000196,932880
FKSSBY,LOC-1-2604-000197,933570
FKSSBY,LOC-1-2604-000198,1022235
FKSSBY,LOC-1-2604-000199,1004640
FKSSBY,LOC-1-2604-000200,1004295
FKSSBY,LOC-1-2604-000201,1043970
FKSSBY,LOC-1-2604-000202,1049145
FKSSBY,LOC-1-2604-000203,964620
FKSSBY,LOC-1-2604-000204,999465
FKSSBY,LOC-1-2604-000205,1066050
FKSSBY,LOC-1-2604-000206,1030170
FKSSBY,LOC-1-2604-000212,1064670
FKSSBY,LOC-1-2604-000213,1037415
FKSSBY,LOC-1-2604-000214,1013610
FKSSBY,LOC-1-2604-000215,1025685
FKSSBY,LOC-1-2604-000216,1016370
FKSSBY,LOC-1-2604-000217,987390
FKSSBY,LOC-1-2604-000218,1006020
FKSSBY,LOC-1-2604-000219,836625
FKSSBY,LOC-1-2604-000221,890790
FKSSBY,LOC-1-2604-000222,870090
FKSSBY,LOC-1-2604-000223,853875
FKSSBY,LOC-1-2604-000224,880440
FKSSBY,LOC-1-2604-000225,5606205
FKSSBY,LOC-1-2604-000226,5326398
FKSSBY,LOC-1-2604-000227,5531724
FKSSBY,LOC-1-2604-000228,5563932
FKSSBY,LOC-1-2604-000229,5642439
FKSSBY,LOC-1-2604-000230,5598153
FKSSBY,LOC-1-2604-000231,5559906
FKSSBY,LOC-1-2604-000232,5549841
FKSSBY,LOC-1-2604-000233,5561919
FKSSBY,LOC-1-2604-000234,5569971
FKSSBY,LOC-1-2604-000235,8730381
FKSSBY,LOC-1-2604-000236,8879343
FKSSBY,LOC-1-2604-000237,8909538
FKSSBY,LOC-1-2604-000238,8845122
FKSSBY,LOC-1-2604-000239,8772654
FKSSBY,LOC-1-2604-000240,7957389
FKSSBY,LOC-1-2604-000241,8728368
FKSSBY,LOC-1-2604-000249,928740
FKSSBY,LOC-1-2604-000251,902865
FKSSBY,LOC-1-2604-000252,971175
FKSSBY,LOC-1-2604-000253,871470
FKSSBY,LOC-1-2604-000254,1059150
FKSSBY,LOC-1-2604-000255,750000
FKSSBY,LOC-1-2604-000264,866640
FKSSBY,LOC-1-2604-000265,877680
FKSSBY,LOC-1-2604-000266,844560
FKSSBY,LOC-1-2604-000267,886995
FKSSBY,LOC-1-2604-000268,957030
FKSSBY,LOC-1-2604-000269,919770
FKSSBY,LOC-1-2604-000270,903210
FKSSBY,LOC-1-2604-000271,929085
FKSSBY,LOC-1-2604-000274,970140
FKSSBY,LOC-1-2604-000276,974625
FKSSBY,LOC-1-2604-000277,909075
FKSSBY,LOC-1-2604-000285,2097105
FKSSBY,LOC-1-2604-000286,2127978
FKSSBY,LOC-1-2604-000287,2097858
FKSSBY,LOC-1-2604-000288,2054184
FKSSBY,LOC-1-2604-000290,2125719
FKSSBY,LOC-1-2604-000291,2158098
FKSSBY,LOC-1-2604-000292,2127225
FKSSBY,LOC-1-2604-000293,2171652
FKSSBY,LOC-1-2604-000294,2095599
FKSSBY,LOC-1-2604-000295,2032347
FKSSBY,LOC-1-2604-000297,2086563
FKSSBY,LOC-1-2604-000298,2023311
FKSSBY,LOC-1-2604-000299,2104635
FKSSBY,LOC-1-2604-000300,2109153
FKSSBY,LOC-1-2604-000309,890445
FKSSBY,LOC-1-2604-000310,902520
FKSSBY,LOC-1-2604-000311,882855
FKSSBY,LOC-1-2604-000312,885270
FKSSBY,LOC-1-2604-000313,935985
FKSSBY,LOC-1-2604-000314,983595
FKSSBY,LOC-1-2604-000315,883545
FKSSBY,LOC-1-2604-000316,923565
FKSSBY,LOC-1-2604-000317,898035
FKSSBY,LOC-1-2604-000318,1004640
FKSSBY,LOC-1-2604-000320,1014645
FKSSBY,LOC-1-2604-000321,931500
FKSSBY,LOC-1-2604-000322,916320
FKSSBY,LOC-1-2604-000323,865605
FKSSBY,LOC-1-2604-000326,938400
FKSSBY,LOC-1-2604-000327,942195
FKSSBY,LOC-1-2604-000328,987390
FKSSBY,LOC-1-2604-000329,775560
FKSSBY,LOC-1-2604-000330,948750
FKSSBY,LOC-1-2604-000331,995670
FKSSBY,LOC-1-2604-000332,860775
FKSSBY,LOC-1-2604-000333,901485
FKSSBY,LOC-1-2604-000334,831795
FKSSBY,LOC-1-2604-000335,940815
FKSSBY,LOC-1-2604-000340,935640
FKSSBY,LOC-1-2604-000341,864570
FKSSBY,LOC-1-2604-000342,866640
FKSSBY,LOC-1-2604-000343,886650
FKSSBY,LOC-1-2604-000344,872160
FKSSBY,LOC-1-2604-000345,896655
FKSSBY,LOC-1-2604-000346,853875
FKSSBY,LOC-1-2604-000347,840765
FKSSBY,LOC-1-2604-000348,944610
FKSSBY,LOC-1-2604-000354,943230
FKSSBY,LOC-1-2604-000355,955995
FKSSBY,LOC-1-2604-000356,805230
FKSSBY,LOC-1-2604-000363,2133249
FKSSBY,LOC-1-2604-000364,2144544
FKSSBY,LOC-1-2604-000365,2105388
FKSSBY,LOC-1-2604-000366,2140026
FKSSBY,LOC-1-2604-000367,966690
FKSSBY,LOC-1-2604-000368,944265
FKSSBY,LOC-1-2604-000369,904590
FKSSBY,LOC-1-2604-000372,2191983
FKSSBY,LOC-1-2604-000373,2093340
FKSSBY,LOC-1-2604-000374,2153580
FKSSBY,LOC-1-2604-000375,2130237
FKSSBY,LOC-1-2604-000376,2076774
FKSSBY,LOC-1-2604-000377,2158851
FKSSBY,LOC-1-2604-000378,2046654
FKSSBY,LOC-1-2604-000379,2147556
FKSSBY,LOC-1-2604-000380,2131743
FKSSBY,LOC-1-2604-000381,2349288.26
FKSSBY,LOC-1-2604-000382,2155839
FKSSBY,LOC-1-2604-000383,918045
FKSSBY,LOC-1-2604-000384,954615
FKSSBY,LOC-1-2604-000394,994980
FKSSBY,LOC-1-2604-000395,947715
FKSSBY,LOC-1-2604-000396,942540
FKSSBY,LOC-1-2604-000397,908385
FKSSBY,LOC-1-2604-000398,958410
FKSSBY,LOC-1-2604-000401,833865
FKSSBY,LOC-1-2604-000402,953580
FKSSBY,LOC-1-2604-000403,981525
FKSSBY,LOC-1-2604-000404,829035
FKSSBY,LOC-1-2604-000405,826965
FKSSBY,LOC-1-2604-000406,886305
FKSSBY,LOC-1-2604-000407,872850
FKSSBY,LOC-1-2604-000425,2094093
FKSSBY,LOC-1-2604-000426,2186712
FKSSBY,LOC-1-2604-000427,2146050
FKSSBY,LOC-1-2604-000428,2107647
FKSSBY,LOC-1-2604-000429,2143038
FKSSBY,LOC-1-2604-000430,2152827
FKSSBY,LOC-1-2604-000431,2109153
FKSSBY,LOC-1-2604-000432,2140779
FKSSBY,LOC-1-2604-000433,2136261
FKSSBY,LOC-1-2604-000434,2236410
FKSSBY,LOC-1-2604-000435,2050419
FKSSBY,LOC-1-2604-000436,2167887
FKSSBY,LOC-1-2604-000437,2146803
FKSSBY,LOC-1-2604-000438,2243940
FKSSBY,LOC-1-2604-000439,2198007
FKSSBY,LOC-1-2604-000440,2158851
FKSSBY,LOC-1-2604-000441,2154333
FKSSBY,LOC-1-2604-000442,2128731
FKSSBY,LOC-1-2604-000443,2099364
FKSSBY,LOC-1-2604-000444,2110659
FKSSBY,LOC-1-2604-000455,919770
FKSSBY,LOC-1-2604-000456,607200
FKSSBY,LOC-1-2604-000457,2122707
FKSSBY,LOC-1-2604-000471,2266530
FKSSBY,LOC-1-2604-000472,2183700
FKSSBY,LOC-1-2604-000473,2255235
FKSSBY,LOC-1-2604-000474,2252223
FKSSBY,LOC-1-2604-000477,2392181
FKSSBY,LOC-1-2604-000480,750000
FKSSBY,LOC-1-2604-000526,2373934.1999999997
FKSSBY,LOC-1-2604-000963,2371988.3
FKSSBY,LOC-1-2604-001100,2428464.0599999996
FKSSBY,LOC-1-2604-001179,2440560.54
FKSSBY,LOC-1-2604-001203,2216079
FKSSBY,LOC-1-2604-001204,2175417
FKSSBY,LOC-1-2604-001205,2189724
FKSSBY,LOC-1-2604-001207,2287614
FKSSBY,LOC-1-2604-001208,2137014
FKSSBY,LOC-1-2604-001209,2151321
FKSSBY,LOC-1-2604-001211,2146803
FKSSBY,LOC-1-2604-001212,2273307
